Dataset,K,Repetition,Seed,Model,TunedParameters,DataBudgetProtocol,Method,Epsilon,Alpha,Accuracy,Unfairness,OptimizerSuccess,OptimizerStatus,OptimizerMessage,OptimizerIterations,PostprocessRuntimeSeconds,Convergence,SolverResidual,ProjectionRho,ProjectionMaxIterRequested,ProjectionDivergence,ProjectionMethod,TransportCalibrationDPGap,TransportObjective,TransportMIPSolver,TransportQPSolver
DRUG,4,0,777,GBM,"{'reg_lambda': 50, 'reg_alpha': 10, 'num_leaves': np.int64(37), 'n_estimators': np.int64(98), 'min_child_samples': np.int64(61), 'max_depth': np.int64(14)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,RF,"{'n_estimators': np.int64(191), 'min_samples_split': np.int64(5), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(15)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,RF,"{'n_estimators': np.int64(191), 'min_samples_split': np.int64(5), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(15)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,RF,"{'n_estimators': np.int64(191), 'min_samples_split': np.int64(5), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(15)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,RF,"{'n_estimators': np.int64(191), 'min_samples_split': np.int64(5), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(15)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,RF,"{'n_estimators': np.int64(191), 'min_samples_split': np.int64(5), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(15)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,GBM,"{'reg_lambda': 0.1, 'reg_alpha': 10, 'num_leaves': np.int64(45), 'n_estimators': np.int64(177), 'min_child_samples': np.int64(44), 'max_depth': np.int64(12)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,GBM,"{'reg_lambda': 0.1, 'reg_alpha': 10, 'num_leaves': np.int64(45), 'n_estimators': np.int64(177), 'min_child_samples': np.int64(44), 'max_depth': np.int64(12)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,GBM,"{'reg_lambda': 0.1, 'reg_alpha': 10, 'num_leaves': np.int64(45), 'n_estimators': np.int64(177), 'min_child_samples': np.int64(44), 'max_depth': np.int64(12)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,GBM,"{'reg_lambda': 0.1, 'reg_alpha': 10, 'num_leaves': np.int64(45), 'n_estimators': np.int64(177), 'min_child_samples': np.int64(44), 'max_depth': np.int64(12)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
CRIME,5,0,1777,GBM,"{'reg_lambda': 0.1, 'reg_alpha': 10, 'num_leaves': np.int64(45), 'n_estimators': np.int64(177), 'min_child_samples': np.int64(44), 'max_depth': np.int64(12)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,1.0,cross-entropy,tf,,,,
