Dataset,K,Repetition,Seed,Model,TunedParameters,DataBudgetProtocol,Method,Epsilon,Alpha,Accuracy,Unfairness,OptimizerSuccess,OptimizerStatus,OptimizerMessage,OptimizerIterations,PostprocessRuntimeSeconds,Convergence,SolverResidual,ProjectionRho,ProjectionMaxIterRequested,ProjectionDivergence,ProjectionMethod,TransportCalibrationDPGap,TransportObjective,TransportMIPSolver,TransportQPSolver
DRUG,4,0,777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(47), 'n_estimators': np.int64(20), 'min_child_samples': np.int64(41), 'max_depth': np.int64(10)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,0,777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(47), 'n_estimators': np.int64(20), 'min_child_samples': np.int64(41), 'max_depth': np.int64(10)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,0,777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(47), 'n_estimators': np.int64(20), 'min_child_samples': np.int64(41), 'max_depth': np.int64(10)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,0,777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(47), 'n_estimators': np.int64(20), 'min_child_samples': np.int64(41), 'max_depth': np.int64(10)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,0,777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(47), 'n_estimators': np.int64(20), 'min_child_samples': np.int64(41), 'max_depth': np.int64(10)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,RF,"{'n_estimators': np.int64(134), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(8), 'max_depth': np.int64(11)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,RF,"{'n_estimators': np.int64(134), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(8), 'max_depth': np.int64(11)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,RF,"{'n_estimators': np.int64(134), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(8), 'max_depth': np.int64(11)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,RF,"{'n_estimators': np.int64(134), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(8), 'max_depth': np.int64(11)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,RF,"{'n_estimators': np.int64(134), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(8), 'max_depth': np.int64(11)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,GBM,"{'reg_lambda': 1, 'reg_alpha': 20, 'num_leaves': np.int64(36), 'n_estimators': np.int64(139), 'min_child_samples': np.int64(71), 'max_depth': np.int64(8)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,GBM,"{'reg_lambda': 1, 'reg_alpha': 20, 'num_leaves': np.int64(36), 'n_estimators': np.int64(139), 'min_child_samples': np.int64(71), 'max_depth': np.int64(8)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,GBM,"{'reg_lambda': 1, 'reg_alpha': 20, 'num_leaves': np.int64(36), 'n_estimators': np.int64(139), 'min_child_samples': np.int64(71), 'max_depth': np.int64(8)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,GBM,"{'reg_lambda': 1, 'reg_alpha': 20, 'num_leaves': np.int64(36), 'n_estimators': np.int64(139), 'min_child_samples': np.int64(71), 'max_depth': np.int64(8)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,1,10777,GBM,"{'reg_lambda': 1, 'reg_alpha': 20, 'num_leaves': np.int64(36), 'n_estimators': np.int64(139), 'min_child_samples': np.int64(71), 'max_depth': np.int64(8)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,RF,"{'n_estimators': np.int64(122), 'min_samples_split': np.int64(7), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(9)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,RF,"{'n_estimators': np.int64(122), 'min_samples_split': np.int64(7), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(9)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,RF,"{'n_estimators': np.int64(122), 'min_samples_split': np.int64(7), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(9)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,RF,"{'n_estimators': np.int64(122), 'min_samples_split': np.int64(7), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(9)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,RF,"{'n_estimators': np.int64(122), 'min_samples_split': np.int64(7), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(9)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,GBM,"{'reg_lambda': 1, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(63), 'min_child_samples': np.int64(78), 'max_depth': np.int64(7)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,GBM,"{'reg_lambda': 1, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(63), 'min_child_samples': np.int64(78), 'max_depth': np.int64(7)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,GBM,"{'reg_lambda': 1, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(63), 'min_child_samples': np.int64(78), 'max_depth': np.int64(7)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,GBM,"{'reg_lambda': 1, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(63), 'min_child_samples': np.int64(78), 'max_depth': np.int64(7)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,2,20777,GBM,"{'reg_lambda': 1, 'reg_alpha': 2, 'num_leaves': np.int64(44), 'n_estimators': np.int64(63), 'min_child_samples': np.int64(78), 'max_depth': np.int64(7)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,RF,"{'n_estimators': np.int64(33), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(8), 'max_depth': np.int64(12)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,RF,"{'n_estimators': np.int64(33), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(8), 'max_depth': np.int64(12)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,RF,"{'n_estimators': np.int64(33), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(8), 'max_depth': np.int64(12)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,RF,"{'n_estimators': np.int64(33), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(8), 'max_depth': np.int64(12)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,RF,"{'n_estimators': np.int64(33), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(8), 'max_depth': np.int64(12)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,GBM,"{'reg_lambda': 20, 'reg_alpha': 0, 'num_leaves': np.int64(28), 'n_estimators': np.int64(71), 'min_child_samples': np.int64(99), 'max_depth': np.int64(12)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,GBM,"{'reg_lambda': 20, 'reg_alpha': 0, 'num_leaves': np.int64(28), 'n_estimators': np.int64(71), 'min_child_samples': np.int64(99), 'max_depth': np.int64(12)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,GBM,"{'reg_lambda': 20, 'reg_alpha': 0, 'num_leaves': np.int64(28), 'n_estimators': np.int64(71), 'min_child_samples': np.int64(99), 'max_depth': np.int64(12)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,GBM,"{'reg_lambda': 20, 'reg_alpha': 0, 'num_leaves': np.int64(28), 'n_estimators': np.int64(71), 'min_child_samples': np.int64(99), 'max_depth': np.int64(12)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,3,30777,GBM,"{'reg_lambda': 20, 'reg_alpha': 0, 'num_leaves': np.int64(28), 'n_estimators': np.int64(71), 'min_child_samples': np.int64(99), 'max_depth': np.int64(12)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,RF,"{'n_estimators': np.int64(116), 'min_samples_split': np.int64(8), 'min_samples_leaf': np.int64(6), 'max_depth': np.int64(3)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,RF,"{'n_estimators': np.int64(116), 'min_samples_split': np.int64(8), 'min_samples_leaf': np.int64(6), 'max_depth': np.int64(3)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,RF,"{'n_estimators': np.int64(116), 'min_samples_split': np.int64(8), 'min_samples_leaf': np.int64(6), 'max_depth': np.int64(3)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,RF,"{'n_estimators': np.int64(116), 'min_samples_split': np.int64(8), 'min_samples_leaf': np.int64(6), 'max_depth': np.int64(3)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,RF,"{'n_estimators': np.int64(116), 'min_samples_split': np.int64(8), 'min_samples_leaf': np.int64(6), 'max_depth': np.int64(3)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,GBM,"{'reg_lambda': 20, 'reg_alpha': 0.1, 'num_leaves': np.int64(35), 'n_estimators': np.int64(110), 'min_child_samples': np.int64(46), 'max_depth': np.int64(2)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,GBM,"{'reg_lambda': 20, 'reg_alpha': 0.1, 'num_leaves': np.int64(35), 'n_estimators': np.int64(110), 'min_child_samples': np.int64(46), 'max_depth': np.int64(2)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,GBM,"{'reg_lambda': 20, 'reg_alpha': 0.1, 'num_leaves': np.int64(35), 'n_estimators': np.int64(110), 'min_child_samples': np.int64(46), 'max_depth': np.int64(2)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,GBM,"{'reg_lambda': 20, 'reg_alpha': 0.1, 'num_leaves': np.int64(35), 'n_estimators': np.int64(110), 'min_child_samples': np.int64(46), 'max_depth': np.int64(2)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,4,40777,GBM,"{'reg_lambda': 20, 'reg_alpha': 0.1, 'num_leaves': np.int64(35), 'n_estimators': np.int64(110), 'min_child_samples': np.int64(46), 'max_depth': np.int64(2)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,5,50777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,5,50777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,5,50777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,5,50777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,5,50777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,5,50777,RF,"{'n_estimators': np.int64(73), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,5,50777,RF,"{'n_estimators': np.int64(73), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,5,50777,RF,"{'n_estimators': np.int64(73), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,5,50777,RF,"{'n_estimators': np.int64(73), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,5,50777,RF,"{'n_estimators': np.int64(73), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(7), 'max_depth': np.int64(2)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
